school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention
15-016-2990-25-041C,Noble St Chtr-Noble Campus       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,42.5,34.8,96.5,43.9,,94.2,0.9,2.0,4.8,0.5,9.3,,87.7,1.1,11.0,3.4,1.6,,0.0,
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,18.8,37.0,94.0,52.1,,94.1,0.2,652.0,2.6,,12.1,9.2,84.7,1.5,12.6,89.1,,,,
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,15.5,37.9,95.2,49.7,,94.5,1.6,668.0,3.4,0.7,11.4,10.5,85.6,2.1,13.9,83.4,1.2,,,64.9
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,13.2,,97.6,,277.0,94.9,1.9,692.0,3.4,1.0,12.1,15.5,84.1,3.9,14.7,83.5,1.9,6.0,,76.8
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,72.7,17.8,97.0,14.0,277.0,67.5,0.6,692.0,1.3,,14.2,17.5,82.7,3.6,16.6,83.8,,6.0,,80.7
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,51.9,12.5,96.9,11.3,,86.9,,674.0,4.4,,13.2,20.3,83.2,1.6,17.4,80.1,,,,83.9
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,37.2,16.5,93.8,17.7,277.0,89.5,,659.0,6.1,1.8,15.3,22.2,80.3,,14.7,79.2,,6.0,,82.4
15-016-2990-25-041C,Noble St Chtr-Noble Campus,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,34.4,16.1,95.3,25.8,394.0,90.0,,672.0,5.6,1.6,16.1,26.5,78.3,1.9,11.6,78.3,2.4,4.2,100.0,79.5
15-016-2990-25-041C,Noble St Chtr-Noble Campus,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,34.4,54.1,86.1,28.7,394.0,90.6,1.7,683.0,4.5,1.5,17.0,29.6,77.3,3.2,13.2,73.1,2.9,4.2,100.0,81.9
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,43.6,27.6,,31.7,,92.5,0.4,2.0,8.1,0.2,12.7,,84.5,0.2,11.0,3.4,1.8,,0.0,
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,20.7,31.8,91.5,52.1,,93.5,0.6,1014.0,9.5,,12.8,12.6,84.4,1.5,13.9,90.5,1.7,,,
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,15.0,35.3,86.5,57.6,,94.3,2.9,1067.0,7.3,0.2,12.9,13.7,84.8,1.4,17.1,88.7,1.5,,,2.1
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,9.5,,86.7,,416.0,95.7,3.5,1018.0,2.6,,11.3,15.9,86.7,1.2,17.7,90.4,1.2,186.0,,4.2
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,58.8,13.8,96.4,12.7,416.0,79.0,0.4,1124.0,2.4,,10.5,19.0,88.0,,17.6,87.5,1.1,186.0,,44.1
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,48.4,13.3,95.8,13.1,,86.5,,1159.0,2.3,,9.9,23.0,88.5,,16.7,70.6,1.0,,,79.7
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,29.0,13.4,93.7,12.3,416.0,90.8,1.3,1101.0,6.7,,10.2,27.9,88.2,1.3,14.6,90.7,0.9,186.0,,73.5
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,34.2,15.3,92.0,18.2,425.0,89.4,1.5,1098.0,4.4,,10.6,35.5,87.5,,14.1,79.6,1.2,2.1,98.5,76.0
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,36.4,41.9,86.8,21.9,425.0,88.7,1.1,1127.0,5.2,,9.1,41.9,88.7,1.2,13.4,87.2,1.4,2.1,100.0,75.1
15-016-2990-25-043C,Noble St Chtr-The Noble Academy  ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,34.4,46.3,,41.3,,93.7,0.0,2.0,12.6,2.9,44.8,,46.5,3.2,11.0,3.4,2.6,,0.0,
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,26.7,42.4,92.5,50.6,,92.4,1.0,489.0,8.2,2.9,46.0,5.9,45.8,3.5,15.7,85.5,2.9,,,
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,22.5,36.6,89.7,38.7,,93.1,3.9,444.0,9.2,3.2,41.9,5.9,51.4,2.0,14.9,82.2,1.6,,,0.0
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,12.0,,96.7,,186.0,95.0,2.0,484.0,4.3,5.4,41.5,12.2,50.8,2.7,15.3,84.7,1.2,56.0,,0.0
15-016-2990-25-043C,Noble St Chtr-The Noble Academ,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,64.0,18.8,93.3,10.3,186.0,75.3,0.0,527.0,2.6,5.1,39.5,14.4,53.5,1.9,13.9,64.9,,56.0,,41.3
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,58.6,22.7,95.8,13.6,,85.2,,568.0,8.9,4.9,40.5,15.3,51.6,1.8,15.5,75.2,,,,68.1
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,48.3,10.0,92.1,6.3,186.0,86.7,,588.0,13.1,3.2,42.5,18.9,50.7,2.6,13.4,83.2,,56.0,,69.7
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,48.3,16.3,88.4,,141.0,86.2,3.3,522.0,20.0,2.3,45.6,20.7,48.9,4.2,12.5,83.7,,2.8,100.0,62.3
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,52.7,41.8,84.2,14.6,141.0,85.4,,401.0,16.6,,51.1,20.0,43.4,4.5,13.0,82.0,,2.8,100.0,61.9
15-016-2990-25-044C,Noble St Chtr - Mansueto         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,48.9,,,,,91.7,0.0,2.0,13.0,4.6,1.7,,91.9,2.9,11.0,3.4,1.2,,0.0,
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,17.7,,,,,94.9,0.4,525.0,7.8,2.1,,23.6,95.2,,15.2,92.4,,,,
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11,2019,13.5,33.8,,41.4,,94.7,0.5,798.0,3.6,1.6,1.3,25.4,95.7,1.1,17.3,91.1,1.1,,,80.0
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,8.7,,96.5,,186.0,96.7,1.9,1016.0,5.9,1.5,1.0,25.8,96.3,1.8,17.0,92.2,1.1,27.0,,35.5
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,49.5,13.4,96.9,12.4,186.0,81.6,0.1,1123.0,1.7,1.1,1.3,26.9,96.9,1.1,17.2,88.5,,27.0,,48.1
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,43.3,8.6,95.6,13.4,,86.4,1.3,1072.0,3.2,,1.4,30.0,97.7,2.2,17.1,82.9,,,,53.8
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,34.0,14.7,94.8,12.8,186.0,89.6,1.9,1038.0,9.4,,1.2,35.5,98.0,2.1,14.4,88.2,,27.0,,73.3
15-016-2990-25-044C,Noble St Chtr - Mansueto,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,35.1,14.3,92.9,15.9,281.0,89.1,2.5,1053.0,7.0,,1.1,42.5,97.8,1.2,12.5,90.6,,4.7,98.4,73.2
15-016-2990-25-044C,Noble St Chtr - Mansueto,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,41.8,35.8,88.7,18.2,281.0,88.5,1.2,1082.0,5.3,,,48.0,98.3,1.6,13.0,91.1,,4.7,100.0,73.3
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,70.7,0.0,91.3,2.7,,90.1,1.5,2.0,15.4,0.0,99.2,,0.5,20.1,11.0,3.4,0.0,,0.0,
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,30.7,2.4,91.9,1.2,,92.0,0.0,348.0,20.0,,99.1,,,22.7,16.4,97.1,,,,
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,8.4,7.7,85.9,0.0,,96.3,1.1,359.0,19.9,,98.6,,0.6,5.8,18.7,94.4,,,,
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,35.9,,93.8,,102.0,90.1,3.2,405.0,16.6,,97.3,0.5,1.0,8.1,17.0,96.0,,0.0,,100.0
15-016-2990-25-046C,North Lawndale Prep Chtr-Colli,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,77.0,2.1,83.7,1.0,102.0,75.4,3.1,446.0,11.5,,98.2,,,3.4,15.5,96.4,,0.0,,21.4
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,89.5,0.0,93.2,0.0,,72.5,3.5,470.0,16.1,,98.1,,,17.0,17.2,94.5,,,,33.3
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,86.8,0.0,94.9,1.9,102.0,73.5,,413.0,16.9,,96.9,,,18.2,17.4,97.3,,0.0,,41.2
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,89.3,,86.7,,55.0,72.3,2.9,373.0,23.2,,96.2,,,23.9,17.2,93.6,,0.0,100.0,51.4
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,74.5,,93.5,,55.0,80.2,,266.0,19.5,,95.9,,,24.8,16.5,94.7,,0.0,100.0,48.7
15-016-2990-25-049C,Acero Chtr  Sor Juana Ines de la ,City of Chicago SD 299           ,Cook       ,High School,K - 12,2017,24.7,17.1,87.5,16.4,,96.0,1.0,2.0,9.0,1.9,20.2,,74.8,0.5,11.0,3.4,1.2,,0.0,
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2018,13.4,20.4,90.9,15.6,,95.5,1.6,691.0,11.9,1.9,27.1,43.1,67.6,,13.7,93.6,1.7,,,
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2019,20.7,19.9,86.4,14.1,,94.5,1.2,657.0,13.3,1.4,38.7,44.0,55.7,0.6,11.7,92.7,2.6,,,80.2
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2020,7.3,,88.5,,24.0,96.5,2.2,591.0,9.1,1.7,44.2,41.3,50.6,1.2,14.7,90.2,2.0,0.0,,76.0
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor J,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2021,27.0,7.7,92.7,2.9,24.0,90.0,1.6,565.0,3.9,,48.0,40.4,47.3,,16.1,92.0,2.5,0.0,,77.9
15-016-2990-25-049C,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2022,38.3,11.9,96.3,6.8,,88.5,,540.0,11.9,,49.8,40.7,46.3,,18.0,91.7,,,,83.0
15-016-2990-25-049C,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2023,34.6,12.0,92.0,5.7,24.0,90.1,,513.0,14.7,,49.9,41.7,45.2,,15.4,92.6,1.9,0.0,,85.6
15-016-2990-25-049C,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,Chicago Public Schools District 299,Cook,High School,K - 12,2024,33.6,14.5,86.7,5.3,18.0,90.6,,501.0,18.2,,48.7,43.3,44.5,2.8,17.4,93.0,2.8,1.5,100.0,84.6
15-016-2990-25-049C,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,Chicago Public Schools District 299,Cook,High School,K - 12,2025,48.3,20.4,82.9,10.0,18.0,86.8,,432.0,13.1,,50.9,41.4,42.1,7.2,18.5,89.8,2.5,1.5,100.0,85.4
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,37.1,17.3,98.0,7.2,,92.8,0.4,2.0,8.1,0.8,83.6,,12.6,3.8,11.0,3.4,1.0,,0.0,
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,20.7,10.9,96.6,10.3,,93.6,0.8,386.0,7.8,,87.3,2.6,9.6,2.6,19.9,82.9,,,,
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2019,20.8,16.3,100.0,6.5,,93.9,2.4,382.0,8.7,0.8,91.4,1.3,6.0,1.0,19.1,85.3,0.3,,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,14.6,,94.5,,39.0,95.1,1.7,379.0,8.0,0.5,93.9,0.8,4.7,2.1,18.2,88.1,,16.0,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Cam,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2021,66.4,7.0,95.0,0.7,39.0,79.2,0.4,364.0,4.1,,94.0,,4.1,3.8,20.3,89.6,,16.0,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2022,74.4,8.2,97.1,0.0,,80.6,,367.0,16.6,,95.9,,,4.4,20.7,89.1,,,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2023,43.0,7.0,89.2,1.8,39.0,89.3,,378.0,14.2,,95.0,,2.6,,20.6,89.4,,16.0,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,Chicago Public Schools District 299,Cook,High School,12-Jun,2024,57.5,,86.3,,64.0,85.3,3.4,329.0,12.9,,96.7,,,5.2,20.4,93.3,,1.4,,0.0
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,Chicago Public Schools District 299,Cook,High School,12-Jun,2025,75.2,23.2,87.0,9.2,64.0,81.5,,307.0,22.2,,95.4,,,,19.9,92.8,,1.4,,
15-016-2990-25-051C,Perspectives Chtr - Leadership Ac,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,46.7,10.0,97.6,6.5,,91.7,0.0,2.0,10.3,0.0,97.7,,0.8,4.6,11.0,3.4,0.0,,0.0,
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,33.6,8.9,97.7,6.3,,91.1,0.0,436.0,7.4,,97.9,,,3.7,17.0,95.2,,,,
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2019,31.9,10.5,94.5,5.9,,92.5,1.5,406.0,21.6,,97.5,0.2,1.5,6.4,18.7,92.4,,,,0.0
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,15.3,,93.2,,70.0,94.5,2.2,510.0,9.9,,99.2,0.2,0.2,4.1,14.1,92.9,,24.0,,0.0
15-016-2990-25-051C,Perspectives Chtr - Leadership,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2021,49.0,7.8,96.8,2.2,70.0,83.6,1.1,528.0,4.0,,99.4,,,1.9,17.0,92.0,,24.0,,0.0
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2022,66.6,9.5,74.4,2.4,,82.4,,571.0,11.7,,99.6,,,5.4,17.7,90.7,,,,0.0
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2023,57.8,12.4,90.2,2.1,70.0,84.2,3.8,674.0,11.3,,98.5,,,4.6,15.1,89.2,,24.0,,0.0
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,Chicago Public Schools District 299,Cook,High School,12-Jun,2024,61.5,12.7,88.9,,60.0,81.9,1.7,839.0,10.8,,98.1,,1.2,2.9,13.8,93.1,,0.0,,
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,Chicago Public Schools District 299,Cook,High School,12-Jun,2025,73.8,20.7,79.7,,60.0,79.3,2.3,805.0,16.1,,98.6,,,2.4,13.2,94.4,,0.0,,
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,93.4,4.6,67.6,5.7,,87.3,4.4,2.0,30.5,0.0,97.9,,1.4,15.4,14.4,3.2,0.0,,55.9,88.2
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,96.8,4.7,91.1,2.1,,83.7,0.4,2.0,21.9,0.0,97.1,,2.3,12.8,11.0,3.4,0.0,,43.7,87.0
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,44.0,4.7,81.5,2.3,,90.4,0.5,861.0,26.6,,97.0,1.4,2.2,13.1,28.1,96.1,,,,82.4
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,82.7,1.8,67.3,0.9,91.0,83.6,9.2,875.0,24.1,0.1,97.0,1.9,2.3,16.5,24.5,92.6,0.1,13.0,,81.0
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,36.7,,65.8,,54.0,89.1,8.6,760.0,20.8,0.1,97.0,2.1,2.1,23.2,26.7,96.6,0.3,64.0,,74.1
15-016-2990-25-0526,Chicago Vocational Career Acad,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,63.4,1.0,69.0,0.5,54.0,75.3,5.1,727.0,11.1,,96.6,2.9,2.3,20.2,25.7,92.8,,64.0,,82.6
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,70.4,1.9,71.7,0.6,,76.8,8.4,659.0,20.8,,96.1,2.7,2.9,33.4,27.5,92.3,,,,84.0
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,58.8,4.9,75.2,4.1,54.0,80.1,7.3,623.0,27.9,,96.8,2.4,2.4,36.3,29.7,92.5,,64.0,,88.5
15-016-2990-25-0526,Chicago Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,44.9,,64.8,,34.0,84.1,5.2,568.0,28.5,,93.7,4.9,4.4,35.0,30.5,85.7,,0.0,46.4,89.3
15-016-2990-25-0526,Chicago Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,43.8,7.6,70.0,,34.0,84.4,3.2,578.0,18.4,,87.7,11.4,10.7,40.7,29.1,95.8,,0.0,35.4,87.2
15-016-2990-25-052C,Perspectives Chtr - HS of Tech   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,45.9,10.7,100.0,6.0,,91.4,0.5,2.0,14.8,0.0,97.3,,1.6,4.0,11.0,3.4,0.0,,0.0,
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,39.1,1.3,98.6,0.0,,90.9,0.0,333.0,10.7,,97.6,,,,19.8,92.2,,,,
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,34.8,4.5,97.4,1.5,,91.5,1.4,317.0,19.2,,98.1,0.9,0.9,4.4,21.1,91.8,,,,0.0
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,20.8,,88.0,,64.0,93.4,3.4,317.0,8.0,,98.4,0.3,0.3,5.0,20.8,90.5,0.3,74.0,,0.0
15-016-2990-25-052C,Perspectives Chtr - High Schoo,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,58.4,4.0,93.6,2.7,64.0,79.7,1.1,336.0,4.0,,99.1,,,,19.9,92.9,,74.0,,0.0
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,69.8,4.4,93.1,0.0,,80.0,,320.0,18.2,,99.4,,,3.8,23.1,87.2,,,,0.0
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,62.8,1.9,82.8,0.0,64.0,81.4,3.0,353.0,10.8,,97.7,,,4.8,15.0,90.9,,74.0,,0.0
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,69.5,,87.1,,48.0,79.6,,418.0,12.5,,97.1,,,2.9,14.1,91.6,,0.0,,
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,72.3,22.5,89.3,,48.0,79.4,,306.0,12.4,,97.4,,,,15.4,94.8,,0.0,,
15-016-2990-25-0531,Dunbar Vocational Career Acad HS ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,70.5,4.1,83.4,3.5,,85.4,2.2,2.0,35.0,0.1,98.6,,0.7,26.3,14.4,3.2,0.3,,60.6,81.7
15-016-2990-25-0531,Dunbar Vocational Career Acad HS ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,95.2,0.9,96.1,0.0,,84.2,2.5,2.0,24.7,0.0,97.5,,2.2,21.5,11.0,3.4,0.4,,67.0,79.4
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,68.9,4.3,75.0,0.0,,85.1,0.0,439.0,25.4,,96.4,2.5,3.4,21.2,28.5,99.5,,,,74.6
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,64.1,4.0,84.5,1.3,119.0,86.7,6.0,312.0,21.6,,95.2,3.2,4.2,11.2,29.5,95.8,0.6,99.0,,76.4
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,45.0,,89.2,,0.0,88.5,4.6,344.0,11.7,,95.1,2.9,4.1,13.4,24.1,98.8,0.3,1.0,,74.3
15-016-2990-25-0531,Dunbar Vocational Career Acad ,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,78.4,0.0,81.0,0.0,0.0,64.9,2.5,410.0,10.6,,96.6,2.9,2.9,12.2,21.5,98.5,,1.0,,83.3
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,85.3,0.0,89.8,0.0,,71.3,,489.0,14.1,,97.3,,2.2,9.0,24.1,98.6,,,,88.1
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,91.9,1.1,77.9,1.1,0.0,65.6,3.2,457.0,14.5,,95.6,,3.3,8.1,21.9,91.5,,1.0,,90.6
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,84.7,,72.4,,0.0,71.9,9.5,366.0,9.9,,95.6,,3.6,8.2,22.7,84.4,,0.2,37.8,85.7
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,73.4,,83.6,,0.0,77.0,4.2,331.0,9.1,,96.7,,,10.9,19.3,97.6,,0.2,47.2,79.2
15-016-2990-25-0533,Jones College Prep High School   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,15.7,74.1,99.3,67.3,,93.2,0.1,2.0,1.3,11.9,16.2,,29.9,0.7,14.4,3.2,38.1,,62.0,95.2
15-016-2990-25-0533,Jones College Prep High School   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,20.5,87.3,94.6,82.1,,92.3,0.2,2.0,1.3,12.5,15.8,,28.4,0.7,11.0,3.4,38.9,,69.4,92.6
15-016-2990-25-0533,Jones College Prep High School,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,22.1,90.5,94.6,90.0,,93.0,0.2,1861.0,1.2,13.3,13.9,1.2,28.9,,6.4,39.5,39.0,,,92.3
15-016-2990-25-0533,Jones College Prep High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,23.8,95.5,95.9,92.9,803.0,92.6,0.9,1908.0,0.9,14.3,11.9,1.2,29.5,0.2,4.9,37.5,37.9,41.0,,93.2
